商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"麻六记黑椒牛肉馅饼早餐速食营养早饭酥皮煎饼手抓饼300g*6袋",66.0,20.0%,13.2,已售：18.4万,结束：2023-12-31,,,麻六记官方旗舰店,4.96,3.25,4.67,2023-04-18 21:46:23.446
"麻酱鸡蛋【蛋氏】品牌工厂源头 笨鸡蛋腌制 五香味 真空包装 正宗",33.9,36.0%,12.2,已售：1.4万,结束：2024-07-31,,,蛋氏甄选,4.86,4.79,4.85,2023-04-18 21:46:23.570
"【味层香】拇指生煎包网红小吃早餐速食500g*2袋/4袋顺丰包邮皮薄",36.9,22.0%,8.12,已售：1.4万,结束：2024-11-28,3139,1.5万,味层香旗舰店,4.89,4.84,4.66,2023-04-18 21:46:23.683
"【爆品推荐】唯此山东五谷粗粮粘豆包手工制作低脂代餐营养速食餐",29.9,25.0%,7.48,已售：6.1万,结束：2024-02-14,4587,1.4万,唯此速食旗舰店,4.95,4.79,4.71,2023-04-18 21:46:23.797
"【北海湾】果蔬虾饼新鲜营养虾排大颗粒鲜虾饼160g*6袋（共24个）",79.0,19.0%,15.01,已售：11.5万,结束：2024-02-18,1589,6811,北海湾旗舰店,4.95,4.93,4.92,2023-04-18 21:46:23.911
"山西 隰县玉露香梨 官方自营 7斤6颗装 礼盒 送礼顺丰 稀有香梨",143.0,25.0%,35.75,已售：1.6万,结束：2024-02-29,677,2897,隰县玉露香梨严选店,4.98,4.92,4.58,2023-04-18 21:46:24.025
"【云南高山沃柑】沃柑橘子鲜嫩营养肉厚饱满果味浓郁4.5斤装包邮",25.8,9.0%,2.32,已售：4.5万,结束：2023-06-30,2.2万,,正德优选企业店,4.85,4.97,4.36,2023-04-18 21:46:24.132
"【门店必点】麻六记爆款毛血旺川味名菜麻辣鲜香预制菜650g/盒",69.9,20.0%,13.98,已售：25.1万,结束：2023-10-31,1469,6639,麻六记官方旗舰店,4.96,3.25,4.67,2023-04-18 21:46:24.248
"山猫超人【15盒囤货装】泰国金枕榴莲无核果肉100g/盒",299.0,13.0%,38.87,已售：4.5万,结束：2023-11-27,423,2381,山猫超人旗舰店,4.98,4.99,4.64,2023-04-18 21:46:24.354
"含肉85%以上香润臻坊火山石烤肠纯香肉肠黑椒原味地道肠 500g/袋 ",29.9,21.0%,6.28,已售：18.8万,结束：2023-12-30,2978,1.5万,香润臻坊生鲜旗舰店,4.97,4.82,4.82,2023-04-18 21:46:24.444
"【娇姐甄选 坏果包赔】Driscoll's怡颗莓脆甜蓝莓当季限量125g/盒",76.0,10.0%,7.6,已售：3.3万,结束：2023-05-04,2461,,娇给你,4.83,4.97,4.95,2023-04-18 21:46:24.530
"正宗高邮湖双黄咸鸭蛋起沙流油传统手工红泥腌制咸香咸鸭蛋真空装",44.9,26.0%,11.67,已售：4.4万,结束：2023-08-28,1836,8176,一漾Young企业店,4.91,4.69,4.85,2023-04-18 21:46:24.617
"【达人专享】黄天鹅日式溏心蛋  7分流心蛋黄 即食卤味溏心蛋15枚",74.8,20.0%,14.96,已售：3.0万,结束：2023-11-30,1922,6358,黄天鹅食品旗舰店,4.99,4.99,4.95,2023-04-18 21:46:24.716
"老诚一锅羊蝎肉火锅 加热即食 1200g单品2400g礼盒装方便快手菜",99.0,22.0%,21.78,已售：7.5万,结束：2023-10-31,487,4027,老诚一锅官方旗舰店,4.19,4.69,4.98,2023-04-18 21:46:24.805
"小熊掰掰 东北黄糯玉米220克*8支/箱 真空包装 软糯香微甜低脂",29.9,20.0%,5.98,已售：1.6万,结束：2023-09-09,872,1.4万,小熊掰掰粮油旗舰店,4.55,4.95,4.77,2023-04-18 21:46:24.894
"姜老大糖醋蒜大蒜头农家腌制脆爽糖蒜甜蒜咸菜酱菜下饭菜750g/瓶",29.9,30.0%,8.97,已售：23.4万,结束：2023-12-31,1333,9644,食好味,4.99,4.67,4.76,2023-04-18 21:46:24.996
"【皇家小虎】脆皮烤肠空气炸锅火山石烤肠台湾风味自制炸香肠500g",19.9,25.0%,4.98,已售：19.2万,结束：2023-05-31,3853,1.7万,皇家小虎官方旗舰店,4.98,4.99,4.97,2023-04-18 21:46:25.092
"野人日记组合 荞麦素馅薄皮膳食小笼包皮薄500g/袋 ",29.9,30.0%,8.97,已售：4.4万,结束：2024-03-01,1670,9570,野人日记食品旗舰店,4.98,4.5,4.89,2023-04-18 21:46:25.190
"新未观音菜脆嫩儿菜芥菜开胃菜儿童泡菜爽口下饭娃娃菜淡榨菜568g",25.9,22.0%,5.7,已售：11.4万,结束：2023-06-01,2853,1.6万,新味食品生鲜专营店,4.96,4.83,4.96,2023-04-18 21:46:25.297
"【乡情王老七】东北酸菜东北酸菜丝东北风味500g*3袋二次发酵酸菜",17.9,20.0%,3.58,已售：13.8万,结束：2023-12-31,5047,2.4万,家家好,4.99,4.71,4.67,2023-04-18 21:46:25.399
"赣浔名厨【直销】白水肥肠猪大肠200g*5袋半成品免洗冷冻需调味",116.0,20.0%,23.2,已售：3.6万,结束：2024-02-29,505,3414,博莱生鲜旗舰店,4.99,4.99,4.99,2023-04-18 21:46:25.502
"星球煮正宗招牌乳鸽 粤式酱香红烧脆皮鸽子190g*6只装加热即食",198.0,18.0%,35.64,已售：6086,结束：2023-06-30,58,,星球煮旗舰店,4.97,4.97,4.93,2023-04-18 21:46:25.612
"泰式甜辣虾腌制生呛无皮虾300g/罐大虾生腌蟹块即食捞汁小海鲜",39.0,22.0%,8.58,已售：5.6万,结束：2024-02-29,2049,9507,美味鲜卤班,4.84,4.99,4.69,2023-04-18 21:46:25.725
"【蝶岛海歌】 中九节虾干 70-90只/斤开袋即食海鲜零食烤虾海虾干",88.0,17.0%,14.96,已售：6.0万,结束：2023-05-31,239,5562,蝶岛海歌官方旗舰店,4.81,4.94,4.98,2023-04-18 21:46:25.835
"雷小厨带鱼罐头105克*8罐（香辣味+五香味）",29.9,25.0%,7.48,已售：1.4万,结束：2023-12-31,874,1.1万,雷小厨的小店,4.91,4.78,4.67,2023-04-18 21:46:25.940
"赣浔名厨【工厂直销】卤红肚丝200g*3袋冷冻加热即食真空新鲜免洗",59.9,20.0%,11.98,已售：2.0万,结束：2024-02-29,1667,6766,博莱生鲜旗舰店,4.99,4.99,4.99,2023-04-18 21:46:26.052
"【正宗肉燕】福建非遗舌尖美食馄饨 福州手工太平燕230g/袋送鱼丸",69.0,24.0%,16.56,已售：10.8万,结束：2023-09-30,672,4899,闽昌祥旗舰店,4.95,4.98,4.72,2023-04-18 21:46:26.163
"百之御鸡水煎鸡排鸡胸肉冷冻半成品肉质鲜嫩100g*22袋TY",29.9,18.0%,5.38,已售：2.3万,结束：2024-05-31,3390,1.5万,百之御鸡食品品牌店,4.99,4.99,4.81,2023-04-18 21:46:26.278
"山东正宗贝贝南瓜新鲜板栗味粉糯香甜3斤/5斤  爆粉掉渣香糯",19.9,20.0%,3.98,已售：7.0万,结束：2023-05-11,,,侬乡食生鲜旗舰店,4.78,4.43,4.78,2023-04-18 21:46:26.409
"【福利款】馋嘴玖味烤面筋半成品烧烤50g*15个香辣冰袋真空包装",29.8,20.0%,5.96,已售：28.8万,结束：2023-06-01,2816,1.3万,馋嘴玖味果仁烤面筋,4.97,4.87,4.76,2023-04-18 21:46:26.504
"D榆园酸菜炖五花肉380g骨汤酸菜预制菜半成品懒人菜速食加热即食",39.9,34.0%,13.57,已售：8.9万,结束：2024-03-31,710,5954,榆园食品专营店,4.76,4.98,4.69,2023-04-18 21:46:26.599
"思楚恩施小土豆现挖新鲜黄心土豆9斤当季蔬菜整箱迷你马铃薯洋芋",15.8,19.0%,3.0,已售：19.8万,结束：2024-05-19,4861,2.6万,思楚旗舰店,4.83,4.97,4.55,2023-04-18 21:46:26.687
"蒜香排骨蒜香骨半成品500g猪肉肋排小排脆皮骨猪肋骨猪排骨猪肋排",59.9,18.0%,10.78,已售：7.3万,结束：2023-11-30,1397,7437,姚二娘食品旗舰店,4.98,4.4,4.99,2023-04-18 21:46:26.770
"【顺尔嘉】名古屋日式唐扬炸鸡块鸡米花鸡肉块冷冻半成品500g/袋",49.9,28.0%,13.97,已售：19.6万,结束：2023-10-01,708,5344,顺尔嘉生鲜旗舰店,4.94,4.99,4.95,2023-04-18 21:46:26.873
"[东方虾仁甄选]鱻谣青虾仁200g/袋*6升级款无冰大号鲜剥虾去虾线",139.0,15.0%,20.85,已售：4.8万,结束：2023-12-31,,,鱻谣官方旗舰店,4.99,4.99,4.98,2023-04-18 21:46:26.962
"【湘西特产】老豆皮240g农家手工自然晾晒【二哥和花姐品尝首推】",13.8,35.0%,4.83,已售：45.4万,结束：2024-03-21,,,湘品源腊味小店,4.99,4.99,4.78,2023-04-18 21:46:27.056
"【蝶岛海歌】特大九节虾干24-28只/斤即食海鲜零食斑节虾干海虾干",128.0,17.0%,21.76,已售：5.1万,结束：2023-05-31,276,3412,蝶岛海歌官方旗舰店,4.81,4.94,4.98,2023-04-18 21:46:27.167
"嘿满赞北部湾烤海鸭蛋流油咸鸭蛋20枚北海烤海鸭蛋10枚6枚",19.9,30.0%,5.97,已售：24.1万,结束：2023-07-30,2717,1.3万,橙王哥生鲜专营店,4.96,4.96,4.7,2023-04-18 21:46:27.267
"野人日记早餐速食荞麦素馅薄皮膳食小笼包皮薄500g/袋",29.9,30.0%,8.97,已售：15.1万,结束：2023-05-31,1471,8206,野人日记食品旗舰店,4.98,4.5,4.89,2023-04-18 21:46:27.386
"森牛家 四川农家老坛传统泡菜手 工酸辣泡萝卜仔姜大蒜可豆3.2斤",37.8,26.0%,9.83,已售：3.7万,结束：2023-12-31,,,森牛家食品旗舰店,4.93,4.99,4.55,2023-04-18 21:46:27.498
"【味层香】原味烫面春饼皮350克*4袋共40张烙馍薄饼烫面手工卷饼",34.9,20.0%,6.98,已售：1.5万,结束：2024-03-01,,,味层香旗舰店,4.89,4.84,4.66,2023-04-18 21:46:27.616
"【春季新品】新鲜鸟贝肉 刺身拼盘 无壳无泥沙 200克/包 肉质饱满",88.88,28.0%,24.89,已售：2802,结束：2023-04-30,,,至味鲜海产品经营部,4.86,4.92,4.95,2023-04-18 21:46:27.720
"柳伍麻辣龙虾尾251g*8盒 35-39只/盒 新鲜加热即食速食冷冻水产",99.6,15.0%,14.94,已售：5.1万,结束：2024-12-31,796,4504,柳伍官方旗舰店,4.75,4.84,4.68,2023-04-18 21:46:27.828
"【无沙免洗压缩有机紫菜】鱼百鲜压缩有机宝宝鲜嫩紫菜！ 10包/盒",31.9,42.0%,13.4,已售：23.8万,结束：2024-01-01,900,5504,鱼百鲜生鲜旗舰店,4.99,4.98,4.74,2023-04-18 21:46:27.947
"铁棍山药新鲜正宗温县怀山药香甜粉糯净重5斤礼盒4.7斤试吃3斤装",37.9,20.0%,7.58,已售：25.6万,结束：2023-05-31,,,贺司令生鲜旗舰店,4.99,4.99,4.94,2023-04-18 21:46:28.052
"彤怼怼杂粮果蔬馒头 轻食代餐400克/袋 孕妇早餐粗粮好吃家常做法",29.9,27.0%,8.07,已售：38.0万,结束：2023-07-31,1095,8126,彤怼怼食品旗舰店,4.83,4.9,4.46,2023-04-18 21:46:28.183
"【柴火焖烤】宁波特产奉化油焖笋370g*2/4/6瓶定制礼盒装",39.9,15.0%,5.98,已售：5.3万,结束：2024-04-01,2523,,味来味趣专营店,4.97,4.54,4.47,2023-04-18 21:46:28.296
"艾叶糍粑2包24小片496克（艾叶、高粱）湖南土特产绿艾叶糍粑香软",9.9,20.0%,1.98,已售：10.5万,结束：2030-03-01,2708,3.4万,胖不胖甄选,4.72,4.85,4.66,2023-04-18 21:46:28.405
"【土家特产】手工老豆皮自然晾晒农家240g【主播专属】传统纯手工",13.8,35.0%,4.83,已售：11.6万,结束：2024-03-21,2580,,湘品源腊味小店,4.99,4.99,4.78,2023-04-18 21:46:28.514
"【藻味生活】盐渍半干裙带菜叶400g/1袋  29.9到手3袋更划算 包邮",12.9,25.0%,3.22,已售：7.0万,结束：2023-06-30,1075,2.0万,藻味生活食品旗舰店,4.99,4.85,4.69,2023-04-18 21:46:28.604
"农家干豆角 干豇豆 豆角干手工 干豆角 长豇豆批发250克/500克",14.9,22.0%,3.28,已售：9.7万,结束：2023-11-24,5150,1.9万,襄村金玲食品店,4.96,4.93,4.68,2023-04-18 21:46:28.689
"200g*5袋仅29.9】紫薯地瓜芋头粗粮三混合芋圆手工无添加易煮甜品",19.9,26.0%,5.17,已售：7.4万,结束：2023-05-31,4624,1.2万,酥狐食品优选,4.98,4.81,4.61,2023-04-18 21:46:28.779
"楚丹松花蛋皮蛋20枚装1200克无铅工艺流心恒温腌制嫩蛋溏心醇香",36.9,17.0%,6.27,已售：6.9万,结束：2023-09-30,2725,9217,楚丹旗舰店,4.88,4.78,4.5,2023-04-18 21:46:28.878
"【谷香仁】低脂代餐纯手工粗粮粘豆包早餐香甜软糯100g*10个/23个",29.9,25.0%,7.48,已售：30.4万,结束：2023-05-24,,,谷生活,4.9,4.99,4.93,2023-04-18 21:46:28.968
"百鲜生膳食肠烤肠2袋/4袋原味肉肠地道肠糯米肉肠微辣双椒贡菜肠",29.9,20.0%,5.98,已售：127.7万,结束：2023-11-30,1938,1.1万,百鲜生速食旗舰店,4.97,4.89,4.82,2023-04-18 21:46:29.058
"广西荔浦新鲜水果马蹄荸荠当季蔬菜精选大果带泥发货即食 4/5/8斤",21.8,25.0%,5.45,已售：2.6万,结束：2023-04-30,311,1.2万,东篱果庄,4.75,4.96,4.73,2023-04-18 21:46:29.160
"【爆款】舌尖满分丨荞麦鸡肉薄皮馅饼 优质低脂主食搭配 可蒸可煎",39.9,25.0%,9.98,已售：3.4万,结束：2023-06-30,1217,6429,舌尖满分速食旗舰店,4.99,4.96,4.97,2023-04-18 21:46:29.253
"福建软糯白 红心软优质芭乐新鲜酸甜番石榴3/4.5斤 顺丰/京东包邮",33.9,15.0%,5.08,已售：1.2万,结束：2023-05-31,,,心农园企业店,4.82,4.96,4.64,2023-04-18 21:46:29.361
"XDCC/鲜达仓仓蘸酱麻薯糍粑办公室下午甜点心休闲零食软糯香甜ty",33.9,20.0%,6.78,已售：9861,结束：2023-05-31,,,鲜达仓仓食品旗舰店,4.06,4.89,3.37,2023-04-18 21:46:29.469
"丹东新鲜蓝莓精品4/8/12盒优选营养正宗暖棚宝宝蓝莓1/2/3斤装",17.0,8.0%,1.36,已售：4.6万,结束：2023-07-31,,,润景艾斯特生鲜旗舰店,4.73,4.98,4.99,2023-04-18 21:46:29.571
"【北海湾】安格斯谷饲原切肥牛片200g*6盒 牛肉卷肥牛卷火锅烧烤",168.0,19.0%,31.92,已售：11.9万,结束：2024-02-18,401,1970,北海湾旗舰店,4.95,4.93,4.92,2023-04-18 21:46:29.676
"舌味仙柠檬蒜香去骨鸡爪1000克/罐",49.9,17.0%,8.48,已售：8410,结束：2023-06-30,788,6194,舌味仙甄选商行,4.78,4.54,4.21,2023-04-18 21:46:29.788
"【北记】宝妈必备营养早餐传统手工夹心包子玉米造型红薯风味包",54.9,20.0%,10.98,已售：3.4万,结束：2023-06-30,,,北记BEIJI旗舰店,4.99,4.95,4.7,2023-04-18 21:46:29.921
"Yihai美味裙带菜丝芥末酸甜口味230g大连特产日料店同款海藻即食",9.9,29.0%,2.87,已售：64.0万,结束：2023-04-30,4595,2.2万,小熊船长美味店,4.94,4.9,4.69,2023-04-18 21:46:30.045
"皇家小虎薄皮素包子早餐面点半成品懒人速食品蔬菜煎包小笼包420g",29.8,29.0%,8.64,已售：15.6万,结束：2024-01-31,950,6883,皇家小虎官方旗舰店,4.98,4.99,4.97,2023-04-18 21:46:30.158
"酸角云南特产新鲜甜酸角罗望子休闲孕妇零食蜜饯果脯散装带壳甜角",29.8,40.0%,11.92,已售：1.4万,结束：2023-12-31,690,5060,美佳农产品,4.88,4.98,4.59,2023-04-18 21:46:30.268
"panbingjia/潘兵家潘兵家13天五香活珠子钢化蛋农家优质天然",19.9,15.0%,2.98,已售：7.6万,结束：2023-08-31,,,潘兵家,4.97,4.69,4.96,2023-04-18 21:46:30.395
"【33年西贝经典】西贝莜面鱼鱼/燕麦面2-4盒（600g/盒）D孩子超爱",59.9,18.0%,10.78,已售：30.5万,结束：2023-12-31,802,5575,西贝莜面村官方旗舰店,4.99,4.96,4.99,2023-04-18 21:46:30.520
"森牛家古法四川农家老坛什锦泡菜萝卜仔姜蒜藠头爽口即食泡菜220g",5.95,19.0%,1.13,已售：27.2万,结束：2025-01-01,8926,4.9万,森牛家食品旗舰店,4.93,4.99,4.55,2023-04-18 21:46:30.614
"新鲜优选应季丹东暖棚蓝莓正宗大棚新鲜宝宝蓝莓20mm特大果125g",42.0,8.0%,3.36,已售：1.6万,结束：2023-07-31,,,润景艾斯特生鲜旗舰店,4.73,4.98,4.99,2023-04-18 21:46:30.700
"澳洲原切谷饲中青年牛蝎子（牛脖骨）2.5kg",128.0,20.0%,25.6,已售：2899,结束：2023-08-31,81,1757,鲜会鲜生鲜旗舰店,4.98,4.99,4.97,2023-04-18 21:46:30.781
"肯德基自在厨房 葡式蛋挞皮蛋挞液组合空气炸锅家用烘焙2套装WSS",59.9,20.0%,11.98,已售：3.9万,结束：2023-04-30,1916,4627,肯德基自在厨房官方旗舰店,4.99,4.62,4.99,2023-04-18 21:46:30.853
"【顺丰/中通】甘肃民勤沙漠人参果净重5斤/8斤低糖水果黄肉熟果",31.9,25.0%,7.98,已售：6.7万,结束：2023-07-31,808,6712,民勤花姐土特产,4.68,3.88,4.59,2023-04-18 21:46:30.928
"思尧麻辣微辣香辣辣椒萝卜干400克*2瓶下饭菜",33.6,30.0%,10.08,已售：89.3万,结束：2023-11-30,1007,5442,思尧食品,4.98,4.94,4.76,2023-04-18 21:46:31.015
"叹生活三色大小芋圆鲜芋仙糖水奶茶西米露组合套餐手工甜品小汤圆",15.8,40.0%,6.32,已售：5.2万,结束：2023-08-31,5722,8393,叹生活食品店,4.99,4.9,4.69,2023-04-18 21:46:31.088
"海蓝厨房海南速冻椰子水0脂新鲜清甜取纯罐装1000ml瓶装 冷冻保存",46.0,20.0%,9.2,已售：18.8万,结束：2023-04-20,1401,5748,海蓝厨房旗舰店,4.89,4.96,4.98,2023-04-18 21:46:31.174
"连云港  新鲜速冻特大脆口章鱼足 4斤 6根左右 营养美味烹饪食用",58.0,18.0%,10.44,已售：5.7万,结束：2025-04-01,1258,,心悦海鲜,4.86,4.97,4.7,2023-04-18 21:46:31.274
"虾怪酱大连特产鲜虾酱开袋即食虾酱炖豆腐蒸鸡蛋海鲜酱卷煎饼团购",19.9,25.0%,4.98,已售：6.4万,结束：2023-05-31,2310,1.1万,辽鲜,4.99,4.97,4.73,2023-04-18 21:46:31.378
"【都乐Dole】 进口香蕉7根礼盒装 单盒840g+ 甜糯辅食  独立包装",19.9,12.0%,2.39,已售：10.8万,结束：2024-01-31,6142,2.1万,都乐Dole生鲜旗舰店,4.77,4.73,4.81,2023-04-18 21:46:31.490
"【皇家小虎】广式香菇鲜肉烧麦糯米黑米速冻半成品速食早餐面点",27.9,27.0%,7.53,已售：14.3万,结束：2024-04-08,1106,6800,皇家小虎官方旗舰店,4.98,4.99,4.97,2023-04-18 21:46:31.616
"东上御品 无骨鸡爪1000g酸甜辣柠檬凤爪蒜蓉风味零食小吃休闲食品",49.9,15.0%,7.48,已售：7150,结束：2024-10-17,,,东上御品旗舰店,4.95,4.94,4.84,2023-04-18 21:46:31.733
"山东玉菇甜瓜1.5-8.5斤新鲜冰淇淋口感应季水果果园直发软糯香甜",19.9,22.0%,4.38,已售：1.2万,结束：2024-06-30,,,领航启培,4.87,4.91,4.82,2023-04-18 21:46:31.845
"西贝袋装红烧小小狮子头300g/盒*4 冷冻保存D ",79.9,20.0%,15.98,已售：1.8万,结束：2023-04-30,788,3293,西贝莜面村官方旗舰店,4.99,4.96,4.99,2023-04-18 21:46:31.954
"味教授翡翠腊八蒜400g无添加剂【59元5罐】山东特产正宗传统腌制",29.0,35.0%,10.15,已售：12.2万,结束：2023-08-31,5126,,豪缘专营店,4.83,4.51,4.7,2023-04-18 21:46:32.052
"金庆 龙虾尾 小龙虾 速冻冷链 净重3斤装（当季捕捞个大无冰衣）",138.0,6.0%,8.28,已售：8.0万,结束：2023-04-30,1514,,金庆官方旗舰店,4.89,4.88,4.98,2023-04-18 21:46:32.167
"麻六记老坛酸菜鱼酸汤鱼调料懒人火锅酸爽速食带调料包470g/盒",89.9,20.0%,17.98,已售：20.4万,结束：2023-12-31,667,2745,麻六记官方旗舰店,4.96,3.25,4.67,2023-04-18 21:46:32.267
"腊八蒜山东特产200g袋装绿蒜醋泡大蒜新鲜自制腌泡大蒜头",9.9,37.0%,3.66,已售：61.6万,结束：2023-12-31,2010,1.3万,小胖家美食,4.97,4.92,4.55,2023-04-18 21:46:32.395
"[坏果包赔 现采现发] 福建漳州爆汁牛奶水果玉米开袋即食四斤净重",19.9,17.0%,3.38,已售：9.6万,结束：2023-05-31,7277,1.4万,红美人生鲜旗舰店,4.98,4.93,3.27,2023-04-18 21:46:56.759
"带叶鲜果 武鸣无核091贵族沃柑 柑橘爆甜5斤现摘现发",34.8,21.0%,7.31,已售：1.1万,结束：2024-03-04,,,阳光果园小店,4.65,4.94,4.64,2023-04-18 21:46:56.871
"【直播间到手12包】海带丝干货细丝35g/球凉拌海带丝大连特产海带",59.9,20.0%,11.98,已售：2.2万,结束：2023-05-23,,,壮元海旗舰店,4.85,4.97,4.73,2023-04-18 21:46:56.962
"【睿澳香煎大鸡排】睿澳香煎大鸡排健身代餐鸡扒鸡肉100g*16袋",59.8,22.0%,13.16,已售：4.6万,结束：2024-03-31,877,3545,睿澳生鲜旗舰店,4.99,4.98,4.92,2023-04-18 21:46:57.055
"红小厨麻辣小龙虾尾新鲜活冷冻水产生鲜252g*8盒                ",99.6,13.0%,12.95,已售：3572,结束：2023-12-31,,,红小厨生鲜旗舰店,4.85,4.93,4.99,2023-04-18 21:46:57.145
"金庆2030海水大虾海虾厄瓜多尔白虾盐冻对虾海鲜鲜活速冻净3.3斤",118.0,8.0%,9.44,已售：14.4万,结束：2023-04-30,1050,4776,金庆官方旗舰店,4.89,4.88,4.98,2023-04-18 21:46:57.236
"麦丽全【新人特惠】30片老上海葱油饼原味手抓饼半成品10片早餐",19.8,15.0%,2.97,已售：1.6万,结束：2024-04-30,,,麦丽全食品,4.96,4.96,4.94,2023-04-18 21:46:57.340
"广西特产酱香五彩泡椒灯笼椒七彩泡椒300g/528g/瓶香辣脆口下饭菜",14.8,22.0%,3.26,已售：41.3万,结束：2023-09-30,3426,1.5万,百广食品专营店,4.99,4.71,4.88,2023-04-18 21:46:57.433
"【春季新品2】新鲜鸟贝肉 刺身拼盘 无壳无泥沙200克/包 肉质饱满",88.88,28.0%,24.89,已售：1750,结束：2023-04-30,,,至味鲜海产品经营部,4.86,4.92,4.95,2023-04-18 21:46:57.530
"【顺丰发货】海欣福州肉燕300g*3包 福州特产扁食馄饨云吞扁食",68.0,20.0%,13.6,已售：2.5万,结束：2023-06-30,,,海欣官方旗舰店,4.97,4.56,4.92,2023-04-18 21:46:57.625
"湖南特产小鱼小虾混合农家自制小鱼干淡水鱼烤干虾米虾干干货500g",28.8,15.0%,4.32,已售：36.1万,结束：2023-06-30,3673,1.1万,辣妹子田园美食,4.92,4.87,4.76,2023-04-18 21:46:57.719
"甘福园【顺丰包邮】新疆阿克苏冰糖心苹果4.5/6斤新鲜水果包邮",46.8,16.0%,7.49,已售：5.8万,结束：2023-04-30,804,4744,甘福园官方旗舰店,4.52,4.99,4.5,2023-04-18 21:46:57.832
"希森千层馒头山东传统老面发酵烙馍手工简单方便石磨馒头包子12个",29.9,10.0%,2.99,已售：67.8万,结束：2023-12-31,2039,1.5万,希森食品旗舰店,4.99,4.99,4.77,2023-04-18 21:46:57.936
"【酸辣脆萝卜】四川传统老坛泡菜泡酸辣红皮萝卜袋装直接吃 450g",9.9,26.0%,2.57,已售：15.7万,结束：2025-01-01,2183,1.7万,森牛家食品旗舰店,4.93,4.99,4.55,2023-04-18 21:46:58.074
"仲夏夜低脂即食鸡胸肉丸60g*10袋轻卡健身代餐鸡肉高蛋白鲜嫩营养",19.9,20.0%,3.98,已售：13.2万,结束：2023-04-30,,,仲夏夜食品旗舰店,4.99,4.93,4.65,2023-04-18 21:46:58.180
