商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"爱喜健身弹力带健身男女通用胸部训练拉力带热身深蹲塑形女士拉伸",9.9,37.0%,3.66,已售：25.9万,结束：2023-12-31,5010,1.2万,爱喜健身体育用品,4.92,4.89,4.95,2023-04-18 21:13:40.898
"窈窕兔一次性马桶坐垫套加厚防水产妇月子旅行酒店专用家用全覆盖",13.9,35.0%,4.86,已售：9893,结束：2024-04-30,,,希希精选个体店,4.99,4.93,4.45,2023-04-18 21:13:40.986
"老马窝料 爆昂公 野钓昂刺黄桑鱼昂公钓友打窝垂钓酒米添加剂",10.0,20.0%,2.0,已售：4.4万,结束：2023-05-07,6415,2.3万,扬州老马窝料,4.85,4.53,4.98,2023-04-18 21:13:41.060
"【红品礼盒】猫人精梳棉2023爆款本命年大红色属兔袜男士款内裤",29.9,31.0%,9.27,已售：13.3万,结束：2023-12-31,1007,4597,猫人优选女装旗舰店,4.98,4.95,4.6,2023-04-18 21:13:41.134
"【主播热卖套装】全包裹防震聚拢运动背心双面锦裸感背心式运动",89.0,32.0%,28.48,已售：1.3万,结束：2023-12-31,172,827,CHUNXIE淳写旗舰店,4.92,4.74,4.95,2023-04-18 21:13:41.206
"【多鱼】旅行小巧便携香皂片可爱小熊香皂盒装 宝藏盒装旅行好物",9.9,50.0%,4.95,已售：7.3万,结束：2023-04-30,1750,8965,多鱼好物严选,4.85,4.96,4.5,2023-04-18 21:13:41.287
"OULLA高腰亲肤裸感纯色速干弹力紧身提臀运动健身瑜伽鲨鱼裤3666",49.9,30.0%,14.97,已售：3.1万,结束：2023-12-31,361,2336,OULLA欧拉运动健身旗舰店,4.97,4.97,4.72,2023-04-18 21:13:41.369
"【大瓶装60ml】防锈锁芯机润滑油 机械轴承滑轮风扇链条润滑剂",29.9,50.0%,14.95,已售：3.9万,结束：2023-11-01,133,3004,集物优品商行个体店,4.95,4.89,4.97,2023-04-18 21:13:41.453
"9.9M5双透气百搭袜子 可长可短堆堆袜 夏日冰冰袜",9.9,31.0%,3.07,已售：5.3万,结束：2023-11-30,,,星星贸易,4.93,4.83,4.87,2023-04-18 21:13:41.525
"SC三双装RUNNING男女同款中高筒透气吸湿防臭马拉松跑步运动袜",39.0,30.0%,11.7,已售：4.2万,结束：2023-12-31,687,3558,SC运动户外旗舰店,4.99,4.97,4.95,2023-04-18 21:13:41.607
"【到手3板30副】宠粉福利-子线双钩金袖金海夕伊势尼伊豆鱼钩垂钓",0.33,15.0%,0.05,已售：115.2万,结束：2023-06-01,,,淼海工厂直供店,4.88,4.94,4.47,2023-04-18 21:13:41.688
"薏凡特 运动内衣美背式防震跑步健身一体式定型高强度减震速干bra",189.0,30.0%,56.7,已售：3551,结束：2024-04-30,70,474,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:13:41.777
"FELAPLUS【男女同款卫衣】潮牌高品质百搭时尚情侣刺绣休闲卫衣",59.99,27.0%,16.2,已售：1543,结束：2024-02-29,,,FELAPLUS潮牌,4.86,4.98,4.85,2023-04-18 21:13:41.861
"送坐垫夏季电动车挡风 被防水防晒遮阳罩 春夏秋摩托车通用挡风被",24.9,36.0%,8.96,已售：26.6万,结束：2023-08-31,,,共荣小店,4.95,4.86,4.99,2023-04-18 21:13:41.947
"初学者可调节竹节跳绳软珠不打结跳绳成人儿童小学生通用竹节跳绳",9.9,35.0%,3.46,已售：123.6万,结束：2024-03-31,3223,1.2万,梓茉小店,4.96,4.98,4.98,2023-04-18 21:13:42.036
"防晒衣女2023新款夏季冰丝外套女防晒罩衫骑车防紫外线防晒服长袖",29.8,36.0%,10.73,已售：5.2万,结束：2023-12-01,2162,3544,网义严选,4.93,4.73,4.74,2023-04-18 21:13:42.123
"劳拉之星硬拉鞋室内运动鞋健身臀桥赤足防滑训练鞋跳操综合训练",159.0,22.0%,34.98,已售：3.1万,结束：2024-02-15,,,劳拉之星 LARA STAR,4.97,4.53,4.97,2023-04-18 21:13:42.217
"小熊香皂纸户外旅行小巧便携可爱香皂片儿童洗手片纸一次性肥皂片",9.9,52.0%,5.15,已售：1.8万,结束：2023-05-23,2399,,有间百货店,4.98,4.97,4.99,2023-04-18 21:13:42.312
"达人围炉煮茶专用炭无烟速燃果木炭烧烤炭室内室外取暖烤火炭",25.8,23.0%,5.93,已售：13.3万,结束：2023-07-31,1567,6974,天成炭业,4.96,4.94,4.73,2023-04-18 21:13:42.412
"HSM/海斯曼跑步机家用小型可折叠静音电动室内大跑台加宽健身器材",1059.0,12.0%,127.08,已售：1092,结束：2023-06-30,82,279,海斯曼运动户外旗舰店,4.67,4.94,4.77,2023-04-18 21:13:42.514
"GYMDOG肌理纹运动短袖男夏季健身训练弹力速干休闲打底半紧身T恤",69.0,25.0%,17.25,已售：2372,结束：2023-04-30,1742,,GYMDOG健身潮牌,4.91,4.68,4.94,2023-04-18 21:13:42.619
"特步夏季冰丝防晒情侣袖套男女户外紫外线防护高弹骑行跑步冰袖",19.9,50.0%,9.95,已售：7156,结束：2024-02-20,1307,3713,特步健身训练旗舰店,4.98,4.15,4.75,2023-04-18 21:13:42.706
"博舒健专业竞速型跳绳考试提速练习新手专用初学者练习专用绳",9.9,42.0%,4.16,已售：9.1万,结束：2023-05-31,1837,8791,小乔的健身小店,4.99,4.67,4.71,2023-04-18 21:13:42.777
"儿童篮球架可升降宝宝投篮框挂式家用室内幼儿园男女孩1-4岁玩具",10.9,21.0%,2.29,已售：6.5万,结束：2023-12-31,3626,1.6万,柚子严选的小店,4.96,4.87,4.83,2023-04-18 21:13:42.857
"GYMDOG夏季运动背心男美式纯色百搭宽松篮球健身训练无袖T恤衣服",79.0,20.0%,15.8,已售：2503,结束：2023-04-30,,,GYMDOG健身潮牌,4.91,4.68,4.94,2023-04-18 21:13:42.928
"粉丝专享【8字拉力绳买1送1再送瑜伽环】开肩美背扩胸锻炼健身",9.9,41.0%,4.06,已售：52.0万,结束：2023-12-31,1842,9081,弛耀体育用品,4.99,4.99,4.87,2023-04-18 21:13:43.003
"博舒健瑜伽弹力带健身弹力圈阻力带体育生力量训练拉力带高弹力",8.9,46.0%,4.09,已售：3.8万,结束：2024-02-29,2205,8516,小乔的健身小店,4.99,4.67,4.71,2023-04-18 21:13:43.078
"【轻奇】春夏季网面跑步鞋新款撞色渐变轻盈时尚休闲运动鞋894220",319.0,12.0%,38.28,已售：657,结束：2023-04-30,139,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:13:43.161
"MOGOLD健身减训练肥运动负重专业男女竞速比赛考级通用钢丝轴跳绳",95.0,31.0%,29.45,已售：3676,结束：2024-04-01,,,MOGOLD跳绳,4.95,4.83,4.93,2023-04-18 21:13:43.245
"【粉丝福利】【遮阳三件套】墨镜+防晒帽+冰袖防紫外线遮阳帽F12B",9.9,25.0%,2.48,已售：2.3万,结束：2023-05-01,3807,1.3万,哲叔严选工厂,4.88,4.52,4.4,2023-04-18 21:13:43.331
"UZIS切割2.0灰色裤子男春季宽松跑步美式训练卫裤篮球束脚运动裤",89.0,15.0%,13.35,已售：5.6万,结束：2023-12-31,325,1965,有志者UZIS官方旗舰店,4.93,4.91,4.78,2023-04-18 21:13:43.413
"泳镜侠推荐！TOSWIM遮肉显瘦长袖防晒游泳衣泳装健身瑜伽温泉度假",359.0,25.0%,89.75,已售：2382,结束：2023-08-31,,,TOSWIM官方旗舰店,4.97,4.99,4.99,2023-04-18 21:13:43.510
"【外贸品质】芯赫兹三代能量梳免洗头梳子免洗头去屑",19.9,12.0%,2.39,已售：2.3万,结束：2024-04-30,1650,1.2万,叶省商贸,4.12,4.73,4.89,2023-04-18 21:13:43.602
"草莓熊可爱粉色火焰气体打火机ins高颜值创意防风送男友",29.9,36.0%,10.76,已售：2.7万,结束：2024-07-31,395,3028,老久严选,4.67,4.64,4.58,2023-04-18 21:13:43.692
"【升级款】半月扭腰盘 立体式磁石扭腰机懒人运动转盘家用美腰机",19.9,40.0%,7.96,已售：10.4万,结束：2023-06-30,868,4409,聚赛JUSAI健身训练旗舰店,4.76,4.78,4.9,2023-04-18 21:13:43.792
"九块九拍一发六 云南中草药牙膏去渍去黄清新亮白 洁白护龈 牙膏",9.9,26.0%,2.57,已售：1.3万,结束：2024-07-31,,,鼎达供应链,4.94,4.55,4.96,2023-04-18 21:13:43.885
"必迈厚道远征者3.0休闲软弹跑步轻便透气舒适慢跑鞋网面运动鞋",399.0,27.0%,107.73,已售：1.7万,结束：2024-03-31,8,150,必迈BMAI官方旗舰店,4.99,4.99,4.99,2023-04-18 21:13:43.979
"【千万宠粉】羽毛球拍耐用型双拍男女通用学生加强版送拍包加三球",16.99,11.0%,1.87,已售：3.7万,结束：2024-03-15,3659,1.6万,靓德供应链,4.83,4.98,4.97,2023-04-18 21:13:44.079
"15.8/4双纯色堆堆袜 女中筒袜 春秋款棉柔软日系简约百搭秋季潮袜",15.8,26.0%,4.11,已售：10.6万,结束：2024-01-31,1368,7302,幻桐供应链,4.95,4.91,4.87,2023-04-18 21:13:44.200
"时尚百搭防晒头巾领巾新款",13.9,23.0%,3.2,已售：3.2万,结束：2023-09-30,,,义乌市木荧商贸,4.76,4.99,4.68,2023-04-18 21:13:44.302
"健腹盘静音滑盘腹肌盘多功能健腹器滑行盘万向健腹轮收腹健身器材",39.0,45.0%,17.55,已售：7793,结束：2023-11-30,512,1503,三叶草 体育,4.71,4.64,4.6,2023-04-18 21:13:44.409
"滑行板健身滑行垫短道速滑训练滑步垫滑雪垫家用 查姆垫",79.9,41.0%,32.76,已售：3.5万,结束：2024-12-31,,,牧荒严选,4.22,4.97,4.98,2023-04-18 21:13:44.503
"【旅彻】超轻马扎颜色随机户外折叠凳子折叠椅钓鱼椅旅行",9.99,8.0%,0.8,已售：7.4万,结束：2023-08-31,,,清彻户外,4.96,4.57,4.07,2023-04-18 21:13:44.577
"【千万宠粉】羽毛球拍加强款双拍成人儿童通用款送拍包加三球",16.99,10.0%,1.7,已售：2.9万,结束：2024-04-18,,,靓德供应链,4.83,4.98,4.97,2023-04-18 21:13:44.642
"FIND BETTER新款秋冬纯色运动篮球宽松速干训练健身服卫衣长袖T恤",39.9,11.0%,4.39,已售：13.6万,结束：2023-09-30,1070,5565,FIND BETTER,4.98,4.97,4.89,2023-04-18 21:13:44.718
"【多个挂钩更方便】电动车挂钩锁，锁摩托车固定防盗头盔锁",19.9,50.0%,9.95,已售：2.1万,结束：2023-12-24,596,2931,解忧杂货1号店,4.97,4.58,4.96,2023-04-18 21:13:44.794
"百家姓氏定制中国风日常男士女士透气圆领印花打底DIY潮牌短袖T恤",39.9,50.0%,19.95,已售：6.9万,结束：2024-02-01,755,1529,百家姓短袖,4.6,4.89,4.95,2023-04-18 21:13:44.866
"【5.99/20个装】蓝泡泡洁厕宝除臭马桶防雾剂去污卫生间洁厕灵",5.99,25.0%,1.5,已售：2.3万,结束：2023-08-31,1.0万,1.8万,沐子家百,4.72,4.87,4.81,2023-04-18 21:13:44.945
"FED室内滑雪垫滑行板家用健身训练垫居家滑雪美腿运动耐磨防滑",59.0,30.0%,17.7,已售：10.0万,结束：2023-12-31,,,fed,4.9,4.96,4.93,2023-04-18 21:13:45.030
"Mizuno/美津浓男女23春季新款运动跑步鞋网面透气老爹鞋FIYI 2K",378.0,18.0%,68.04,已售：2954,结束：2023-09-30,230,,Mizuno美津浓官方旗舰店,4.77,4.41,4.99,2023-04-18 21:13:45.103
"【网红爆款】阿丢一次性烧烤炉户外露营烧烤架碳烤炉",29.9,20.0%,5.98,已售：1.0万,结束：2023-12-31,1388,4822,阿丢自烤旗舰店,4.96,4.98,4.72,2023-04-18 21:13:45.182
"【爆款】Keep瑜伽垫加厚加宽加长隔音防滑TPE组合居家高回弹健身",79.0,20.0%,15.8,已售：2.2万,结束：2023-07-31,243,1447,Keep官方旗舰店,4.97,4.98,4.76,2023-04-18 21:13:45.282
"特步防晒面罩薄款防紫外线口罩遮眼角冰丝透气户外夏天遮阳立体H",19.9,30.0%,5.97,已售：6141,结束：2024-06-30,1813,4085,特步健身训练旗舰店,4.98,4.15,4.75,2023-04-18 21:13:45.380
"TEZEWA女士哑铃健身家用器材练臂肌瑜伽练胸男士",19.9,20.0%,3.98,已售：4.6万,结束：2023-06-30,1287,5832,TEZEWA运动户外旗舰店,4.99,4.76,4.64,2023-04-18 21:13:45.490
"慢行者新款全自动速开3-4人户外露营帐篷防水精致双层帐篷 快开帐",138.0,15.0%,20.7,已售：1017,结束：2023-04-30,,,Mxn户外用品,4.33,3.38,4.77,2023-04-18 21:13:45.599
"薏凡特运动内衣女高强度背心式防震跑步健身定型减震透气大码文胸",229.0,30.0%,68.7,已售：473,结束：2023-04-30,120,247,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:13:45.696
"户外吊床秋千大人儿童防侧翻家用吊床宿舍寝室学生加厚透气高密",9.9,13.0%,1.29,已售：11.4万,结束：2024-02-29,6015,2.1万,AZULBLANCO户外装备旗舰店,4.99,4.95,4.98,2023-04-18 21:13:45.797
"HAISSKY跑步手机腰包男女户外运动健身腰包苹果华为通用手机腰包",49.9,20.0%,9.98,已售：1.0万,结束：2023-12-31,747,2561,海思凯运动户外企业店,4.98,4.51,4.83,2023-04-18 21:13:45.898
"男女健身运动锻炼减比赛肥竞速中专业考级花样拳击通用学生儿跳绳",69.0,31.0%,21.39,已售：9079,结束：2024-04-01,134,1182,MOGOLD跳绳,4.95,4.83,4.93,2023-04-18 21:13:45.998
"劳拉之星LS0776助力带握力带健身手套引体向上硬拉护掌男女护腕辅",69.0,22.0%,15.18,已售：3.2万,结束：2024-02-15,,,劳拉之星 LARA STAR,4.97,4.53,4.97,2023-04-18 21:13:46.112
"【春夏爆护新品】大师钓鱼同款S香酒窝鲜酒糟玉米菜籽饼一块搞定",3.5,22.0%,0.77,已售：32.4万,结束：2023-05-01,9896,3.2万,渔聚来,4.96,4.92,4.75,2023-04-18 21:13:46.205
"XTEP/特步仰卧起坐辅助器双吸盘式男士腹肌健身器材学生体育考试",43.0,25.0%,10.75,已售：1.3万,结束：2024-04-04,,,特步宇霖专卖店,4.98,4.52,4.94,2023-04-18 21:13:46.295
"The Blender新款logo「轻运动」无钢圈深V背心式薄垫内衣聚拢内搭",209.0,20.0%,41.8,已售：1243,结束：2024-07-06,,,Theblender,4.86,4.68,4.99,2023-04-18 21:13:46.373
"户外吊床户外秋千防侧翻野外吊床舒适耐磨牢固",39.9,45.0%,17.96,已售：3.3万,结束：2023-04-30,1210,,朱员外,4.93,4.81,4.92,2023-04-18 21:13:46.474
"【六色可选】2023年新款冰感防晒衣凉感防晒空调衫户外薄外套",36.9,25.0%,9.22,已售：2874,结束：2024-02-29,1067,2110,爱棉维户外旗舰店,4.96,4.98,4.69,2023-04-18 21:13:46.555
"薏凡特运动背心 薄款跑步速干防震背心外穿防震亲肤透气高颜值",259.0,30.0%,77.7,已售：5641,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:13:46.626
"薏凡特运动背心 健身跑步无痕速干背心运动文胸聚拢显小舒适不勒",199.0,30.0%,59.7,已售：5055,结束：2024-04-30,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:13:46.715
"拉筋板斜踏板小腿拉伸器可折叠站立腿部健身器材",39.0,30.0%,11.7,已售：1.6万,结束：2023-05-31,447,1932,TEZEWA运动户外旗舰店,4.99,4.76,4.64,2023-04-18 21:13:46.797
"小兔子冰丝防晒衣夏季户外骑行防晒服开车防紫外线轻薄透气防晒衫",29.9,30.0%,8.97,已售：3831,结束：2024-07-05,,,金鑫百货店,4.65,4.82,4.04,2023-04-18 21:13:46.869
"【旅彻】户外折叠椅子便携超轻",19.9,16.0%,3.18,已售：7.2万,结束：2023-07-31,1362,5431,清彻户外,4.96,4.57,4.07,2023-04-18 21:13:46.949
"小仙郎自动刺鱼鲫鲤短漂线组路滑浮钓加粗醒目高灵敏草洞小鱼套装",18.8,15.0%,2.82,已售：1.6万,结束：2023-06-30,1235,8320,逸品飞贸易商行,4.83,4.86,4.71,2023-04-18 21:13:47.033
"【同款推荐】La Nikar 健身房运动背心女聚拢定型瑜伽美背S0091",99.0,25.0%,24.75,已售：1.2万,结束：2023-11-01,84,531,LaNikar官方旗舰店,4.99,4.99,4.88,2023-04-18 21:13:47.127
"【多鱼】旅行乳液分装袋 套装洗漱用品旅游必备 便携式乳液分装袋",9.9,50.0%,4.95,已售：3.7万,结束：2023-04-30,1307,4731,多鱼好物严选,4.85,4.96,4.5,2023-04-18 21:13:47.212
"A2醒目大漂豆金海夕单钩朝天钩免调漂七星漂线组纯手工精绑线组",6.0,25.0%,1.5,已售：6.7万,结束：2023-05-14,,,神钓天下窝米,4.96,4.89,4.97,2023-04-18 21:13:47.296
"LOTTO/乐途碳板轻跑鞋【菱冻】2023新款男女情侣氮科技专业运动鞋",299.9,16.0%,47.98,已售：367,结束：2024-04-30,,,LOTTO乐途官方旗舰店,4.76,4.83,3.67,2023-04-18 21:13:47.383
"乙至春季新款休闲瑜伽服女外套长袖运动修身弹力户外防晒女式上衣",139.0,20.0%,27.8,已售：458,结束：2023-04-30,,,乙至运动户外旗舰店,4.88,4.94,4.84,2023-04-18 21:13:47.480
"【家用健身扭腰盘】 3D立体式半月磁石扭腰盘 ",29.9,55.0%,16.44,已售：12.9万,结束：2023-09-22,263,1222,弛耀体育用品,4.99,4.99,4.87,2023-04-18 21:13:47.577
"[粉丝福利款]大熊猫儿童乒乓球训练器悬挂拉伸器亲子锻炼视力手眼",19.9,36.0%,7.16,已售：36.9万,结束：2024-12-27,,,爱克优选供应商,4.96,4.79,4.9,2023-04-18 21:13:47.667
"2023新款沙滩包旅行托特大包时尚简约流苏包妈咪包大容量单肩包潮",29.9,12.0%,3.59,已售：4337,结束：2024-04-30,278,4106,烨的小店,4.15,4.06,4.5,2023-04-18 21:13:47.759
"新款动态风筝儿童手持卡通鱼竿仿真小鸟燕子鹦鹉老鹰风筝翅膀抖动",15.9,30.0%,4.77,已售：5628,结束：2023-05-31,736,3889,七色光风筝,4.8,4.43,4.62,2023-04-18 21:13:47.876
"[粉丝福利款]大熊猫儿童乒乓球训练器悬挂拉伸器亲子锻炼视力手眼",19.9,36.0%,7.16,已售：36.9万,结束：2024-12-27,,,爱克优选供应商,4.96,4.79,4.9,2023-04-18 21:14:00.426
"2023新款沙滩包旅行托特大包时尚简约流苏包妈咪包大容量单肩包潮",29.9,12.0%,3.59,已售：4337,结束：2024-04-30,278,4106,烨的小店,4.15,4.06,4.5,2023-04-18 21:14:00.514
"新款动态风筝儿童手持卡通鱼竿仿真小鸟燕子鹦鹉老鹰风筝翅膀抖动",15.9,30.0%,4.77,已售：5628,结束：2023-05-31,736,3889,七色光风筝,4.8,4.43,4.62,2023-04-18 21:14:00.589
"【宠粉福利】男款皮带高档网红自动扣休闲青年男士皮带 礼盒包装",20.0,35.0%,7.0,已售：2438,结束：2024-04-05,,,迈旭百货供应厂,4.93,4.72,4.96,2023-04-18 21:14:00.659
"【四色可选】二代兔子防晒衣冰丝凉感空调衫皮肤衣户外薄外套 ",29.9,25.0%,7.48,已售：7851,结束：2023-09-30,729,,爱棉维户外旗舰店,4.96,4.98,4.69,2023-04-18 21:14:00.733
"SC三双装短筒奔跑系列男女同款糖果色透气吸湿防臭压力跑步运动袜",38.0,31.0%,11.78,已售：3.6万,结束：2024-12-31,317,1561,SC运动户外旗舰店,4.99,4.97,4.95,2023-04-18 21:14:00.808
"户外刀具水果刀便携锋利小刀野营户外露营多功能刀子折叠刀削皮刀",12.9,30.0%,3.87,已售：6204,结束：2024-03-05,,,梁太作厨具专营店,4.99,4.98,4.68,2023-04-18 21:14:00.884
"溜冰鞋儿童全套装正品旱冰滑冰鞋轮滑鞋男童女童孩初学者成年专业",139.0,20.0%,27.8,已售：1.1万,结束：2024-02-19,267,672,贵派仕旗舰店,4.82,4.09,4.61,2023-04-18 21:14:00.961
"【粉丝福利】卡帝乐鳄鱼时尚经典防污防溅水情侣飞织网面休闲鞋",79.9,25.0%,19.98,已售：2641,结束：2024-02-29,110,727,卡帝乐鳄鱼卡赞尼专卖店,4.75,4.87,4.86,2023-04-18 21:14:01.041
"高硼硅耐热玻璃创意不二吸管杯带盖易拉罐吸管可车载可乐杯",7.9,13.0%,1.03,已售：1.1万,结束：2023-05-20,,,白胡子1号,4.92,4.97,4.56,2023-04-18 21:14:01.112
"烧烤炭果木炭烧烤碳机制炭无烟炭速燃机制炭块户外易燃围炉煮茶",8.8,25.0%,2.2,已售：8002,结束：2023-06-30,,,伟科户外专营店,4.92,4.8,4.89,2023-04-18 21:14:01.191
"潮流辣妹穿搭修身宽肩带运动小背心女士内搭外穿U型美背打底单穿",9.9,13.0%,1.29,已售：5.0万,结束：2023-04-30,44,,北海雪兔工作室,4.83,4.05,4.38,2023-04-18 21:14:01.277
"FED儿童减压拳击球速度反应球不要让情绪带动孩子解压健身趣味",78.0,25.0%,19.5,已售：3.8万,结束：2023-12-31,,,fed,4.9,4.96,4.93,2023-04-18 21:14:01.364
"天火青龙超亮强光手电户外露营装备大全伸缩调焦激光警示呼吸灯",568.0,8.0%,45.44,已售：271,结束：2023-05-31,,,天火SKY FIRE官方旗舰店,4.65,4.99,4.96,2023-04-18 21:14:01.458
"薏凡特瑜伽美背透气运动内衣前跳操健身服防震跑步背心裸感一体式",239.0,30.0%,71.7,已售：206,结束：2024-03-28,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:14:01.541
"5双装男士/隐形袜夏季薄棉硅胶防脱落船袜（38-44码）浅口短袜",15.8,20.0%,3.16,已售：9.7万,结束：2024-03-31,1811,5695,家家乐选,4.95,4.98,4.74,2023-04-18 21:14:01.627
"十支装贝德玛牙刷成人软毛可拆卸式外出居家必备",9.9,10.0%,0.99,已售：25.1万,结束：2023-11-30,4530,1.9万,贝德玛牙刷,4.99,4.8,4.24,2023-04-18 21:14:01.714
"【达人专属】蕉下哑光黑胶户外防晒服防紫外线透气凉感披肩夏季",179.0,20.0%,35.8,已售：8237,结束：2023-04-30,,,蕉下家居旗舰店,4.99,4.95,4.96,2023-04-18 21:14:01.805
"【室内可折叠蹦床】儿童蹦床家用小孩宝宝跳跳床家庭小型弹跳床",299.0,26.0%,77.74,已售：1.9万,结束：2023-11-30,42,206,宏太运动健身旗舰店,4.77,3.67,4.66,2023-04-18 21:14:01.898
